Locale,Key,English Value,Type
ar,"restrictMatureContent","Restrict mature content",missing
ar,"retry1","Retry",missing
ar,"revokeConsent","Revoke Consent",missing
ar,"rewards","Rewards",missing
ar,"roomAddedSuccessfully","Room added successfully!",missing
ar,"roomDeletedSuccessfully","Room deleted successfully!",missing
ar,"roomUpdatedSuccessfully","Room updated successfully!",missing
ar,"rooms","Rooms",missing
ar,"save1","Save",missing
ar,"saveChanges","Save Changes",missing
ar,"scheduledAtArgsscheduledat","Scheduled at: {scheduledAt}",missing
ar,"scheduledAtScheduledat","Scheduled at: $scheduledAt",missing
ar,"schedulerScreen","Scheduler Screen",missing
ar,"selectLocation","Select Location",missing
ar,"selectStaff","Select Staff",missing
ar,"send","Send",missing
ar,"sendBookingInvite","Send Booking Invite",missing
ar,"sendInvite","Send Invite",missing
ar,"serviceServiceidNotSelected","Service: {service}",missing
ar,"sessionApproved","Session approved!",missing
ar,"sessionRejected","Session rejected",missing
ar,"settings1","Settings",missing
ar,"REDACTED_TOKEN","Settings dialog will be implemented here.",missing
ar,"settingsSavedSuccessfully","Settings saved successfully!",missing
ar,"setup","Setup",missing
ar,"severityLogseverityname","Severity: {severity}",missing
ar,"shareLink","Share Link",missing
ar,"shareViaWhatsapp","Share via WhatsApp",missing
ar,"signIn","Sign In",missing
ar,"signInWithExistingMethod","Sign in with existing method",missing
ar,"signOut","Sign Out",missing
ar,"skip","Skip",missing
ar,"slotDeletedSuccessfully","Slot deleted successfully",missing
ar,"smsNotifications","SMS Notifications",missing
ar,"socialAccountConflictMessage","An account with email {email} already exists using a different sign-in method. Would you like to link your accounts?",missing
ar,"socialAccountConflictTitle","Account Already Exists",missing
ar,"staffArgsstaffdisplayname","Staff: {staffName}",missing
ar,"staffAvailability","Staff Availability",missing
ar,"staffManagementTools","• Staff management tools",missing
ar,"staffSelectionstaffdisplayname","Staff: {staffName}",missing
ar,"staffStaffidNotSelected","Staff: {staff}",missing
ar,"statusAppointmentstatusname","Status: {status}",missing
ar,"statusInvitestatusname","Status: {status}",missing
ar,"studioBooking","Studio Booking",missing
ar,"REDACTED_TOKEN","Studio booking is only available on web",missing
ar,"studioDashboard","Studio Dashboard",missing
ar,"studioProfile","Studio Profile",missing
ar,"submit","Submit",missing
ar,"submitBooking","Submit Booking",missing
ar,"subscribe","Subscribe",missing
ar,"subscribeNow","Subscribe Now",missing
ar,"subscribeToBasic499mo","Subscribe to Basic (€4.99/mo)",missing
ar,"subscribeToPro1499mo","Subscribe to Pro (€14.99/mo)",missing
ar,"subscribeToWidgetplanname","Subscribe to {planName}",missing
ar,"subscription","Subscription",missing
ar,"REDACTED_TOKEN","Subscription activated successfully!",missing
ar,"REDACTED_TOKEN","Subscription cancelled successfully",missing
ar,"subscriptionManagement","Subscription Management",missing
ar,"subscriptionUnavailable","Subscription unavailable",missing
ar,"success1","Success",missing
ar,"REDACTED_TOKEN","Successfully registered as Ambassador!",missing
ar,"supportTicketSubmitted","Support ticket submitted",missing
ar,"surveyEditor","Survey Editor",missing
ar,"surveyManagement","Survey Management",missing
ar,"surveyResponses","Survey Responses",missing
ar,"surveyScore","Survey Score",missing
ar,"syncAppointment","Sync Appointment",missing
ar,"syncToGoogle","Sync to Google",missing
ar,"syncToOutlook","Sync to Outlook",missing
ar,"targetLogtargettypeLogtargetid","Target: {targetType} - {targetId}",missing
ar,"text","Text",missing
ar,"time","Time",missing
ar,"timeArgsslotformatcontext","Time: {time}",missing
ar,"REDACTED_TOKEN","Timestamp: {timestamp}",missing
ar,"toAvailendformatcontext","To: {endTime}",missing
ar,"toggleAvailability","Toggle Availability",missing
ar,"tryAgain","Try Again",missing
ar,"typeOpenCall","Type: Open Call",missing
ar,"REDACTED_TOKEN","\uD83D\uDCC5 {dateTime}",missing
ar,"unlimitedBookingsPerWeek","• Unlimited bookings per week",missing
ar,"update","Update",missing
ar,"updateYourBusinessInformation","Update your business information",missing
ar,"upgradeToBusiness","Upgrade to Business",missing
ar,"upload1","Upload",missing
ar,"userCid","User {id}",missing
ar,"userLoguseremail","User: {userEmail}",missing
ar,"userUserid","User $userId",missing
ar,"users1","Users",missing
ar,"valuetoint","{value}",missing
ar,"valuetointk","\${value}K",missing
ar,"verification","Verification",missing
ar,"verify","Verify",missing
ar,"viewAll1","View All",missing
ar,"viewDetails","View Details",missing
ar,"viewResponses","View Responses",missing
ar,"viewResponsesComingSoon","View responses - Coming soon!",missing
ar,"virtualPlaytime","Virtual Playtime",missing
ar,"REDACTED_TOKEN","Virtual session created! Inviting friends...",missing
ar,"welcome1","Welcome",missing
ar,"welcomeToYourStudio","Welcome to your studio",missing
ar,"REDACTED_TOKEN","You will receive a confirmation email shortly.",missing
ar,"REDACTED_TOKEN","Your payment has been processed successfully.",missing
ar,"yourUpgradeCodeUpgradecode","Your upgrade code: $upgradeCode",missing
bg,"about1","About",missing
bg,"accept1","Accept",missing
bg,"activateBusinessProfile","Activate Business Profile",missing
bg,"activityLogaction","Activity: {action}",missing
bg,"add1","Add",missing
bg,"addAvailability","Add Availability",missing
bg,"addNewClient","Add New Client",missing
bg,"addNewRoom","Add New Room",missing
bg,"addProvider","Add Provider",missing
bg,"addQuestion","Add Question",missing
bg,"admin","Admin",missing
bg,"adminBroadcast","Admin Broadcast",missing
bg,"adminDashboard","Admin Dashboard",missing
bg,"adminFreeAccess","Admin Free Access",missing
bg,"adminLogadminemail","Admin: {adminEmail}",missing
bg,"adminMetrics","Admin Metrics",missing
bg,"adminOverviewGoesHere","Admin overview goes here",missing
bg,"adminScreenTBD","Admin screen coming soon",missing
bg,"adminSettings","Admin Settings",missing
bg,"advancedReporting","• Advanced reporting",missing
bg,"allCountries","All Countries",missing
bg,"allLanguages","All Languages",missing
bg,"REDACTED_TOKEN","Allow other users to find and join this game",missing
bg,"allowPlaytime","Allow Playtime",missing
bg,"ambassadorDashboard","Ambassador Dashboard",missing
bg,"ambassadorOnboarding","Ambassador Onboarding",missing
bg,"ambassadorQuotaDashboard","Ambassador Quota Dashboard",missing
bg,"REDACTED_TOKEN","Ambassador Status: {ambassadorStatus}",missing
bg,"ambassadors","Ambassadors",missing
bg,"analytics","Analytics",missing
bg,"appVersionAndInformation","App version and information",missing
bg,"appVersionLogappversion","App Version: {appVersion}",missing
bg,"apply","Apply",missing
bg,"appointmentAppointmentid","Appointment {appointmentId}",missing
bg,"appointmentApptid","Appointment: {appointmentId}",missing
bg,"appointmentInviteappointmentid","Appointment: {appointmentId}",missing
bg,"appointmentRequests","Appointment Requests",missing
bg,"appointments","Appointments",missing
bg,"appointmentsListlength","Appointments: {count}",missing
bg,"approve","Approve",missing
bg,"REDACTED_TOKEN","Are you sure you want to cancel this appointment?",missing
bg,"REDACTED_TOKEN","Are you sure you want to delete this appointment?",missing
bg,"REDACTED_TOKEN","Are you sure you want to delete this message?",missing
bg,"REDACTED_TOKEN","Are you sure you want to delete this provider?",missing
bg,"REDACTED_TOKEN","An account already exists with this email using a different sign-in method.",missing
bg,"authErrorAppNotAuthorized","This app is not authorized to use Firebase Authentication.",missing
bg,"authErrorCodeExpired","The verification code has expired. Please request a new one.",missing
bg,"authErrorCredentialAlreadyInUse","These credentials are already associated with another account.",missing
bg,"authErrorEmailAlreadyInUse","An account with this email already exists.",missing
bg,"REDACTED_TOKEN","Email change requires verification.",missing
bg,"authErrorIdTokenExpired","The ID token has expired.",missing
bg,"authErrorIdTokenRevoked","The ID token has been revoked.",missing
bg,"authErrorInternalError","An internal error occurred. Please try again.",missing
bg,"authErrorInvalidArgument","An invalid argument was provided.",missing
bg,"authErrorInvalidClaims","Invalid custom claims provided.",missing
bg,"authErrorInvalidContinueUri","The continue URL is invalid.",missing
bg,"authErrorInvalidCreationTime","The creation time is invalid.",missing
bg,"authErrorInvalidCredential","Invalid credentials. Please try again.",missing
bg,"authErrorInvalidDisabledField","The disabled field value is invalid.",missing
bg,"authErrorInvalidDisplayName","The display name is invalid.",missing
bg,"REDACTED_TOKEN","The dynamic link domain is invalid.",missing
bg,"authErrorInvalidEmail","Please enter a valid email address.",missing
bg,"authErrorInvalidEmailVerified","The email verified value is invalid.",missing
bg,"authErrorInvalidHashAlgorithm","The hash algorithm is invalid.",missing
bg,"authErrorInvalidHashBlockSize","The hash block size is invalid.",missing
bg,"REDACTED_TOKEN","The hash derived key length is invalid.",missing
bg,"authErrorInvalidHashKey","The hash key is invalid.",missing
bg,"authErrorInvalidHashMemoryCost","The hash memory cost is invalid.",missing
bg,"REDACTED_TOKEN","The hash parallelization is invalid.",missing
bg,"authErrorInvalidHashRounds","The hash rounds value is invalid.",missing
bg,"REDACTED_TOKEN","The hash salt separator is invalid.",missing
bg,"authErrorInvalidIdToken","The ID token is invalid.",missing
bg,"authErrorInvalidLastSignInTime","The last sign-in time is invalid.",missing
bg,"REDACTED_TOKEN","Invalid multi-factor session.",missing
bg,"authErrorInvalidPageToken","The page token is invalid.",missing
bg,"authErrorInvalidPassword","The password is invalid or too weak.",missing
bg,"authErrorInvalidPhoneNumber","The phone number is invalid.",missing
bg,"authErrorInvalidProviderData","The provider data is invalid.",missing
bg,"authErrorInvalidProviderId","The provider ID is invalid.",missing
bg,"REDACTED_TOKEN","The session cookie duration is invalid.",missing
bg,"authErrorInvalidUid","The UID is invalid.",missing
bg,"authErrorInvalidUserImport","The user import record is invalid.",missing
bg,"REDACTED_TOKEN","The verification code is invalid.",missing
bg,"authErrorInvalidVerificationId","The verification ID is invalid.",missing
bg,"REDACTED_TOKEN","Maximum number of second factors exceeded.",missing
bg,"REDACTED_TOKEN","Maximum user import count exceeded.",missing
bg,"authErrorMissingAndroidPkgName","Missing Android package name.",missing
bg,"authErrorMissingContinueUri","Missing continue URL.",missing
bg,"authErrorMissingHashAlgorithm","Missing hash algorithm.",missing
bg,"authErrorMissingIosBundleId","Missing iOS bundle ID.",missing
bg,"REDACTED_TOKEN","Missing multi-factor session.",missing
bg,"REDACTED_TOKEN","Missing OAuth client secret.",missing
bg,"authErrorMissingPhoneNumber","Please enter a phone number.",missing
bg,"authErrorMissingUid","Missing UID.",missing
bg,"REDACTED_TOKEN","Please enter the verification code.",missing
bg,"authErrorMissingVerificationId","Missing verification ID.",missing
bg,"REDACTED_TOKEN","Multi-factor authentication is required.",missing
bg,"REDACTED_TOKEN","Multi-factor information not found.",missing
bg,"authErrorNetworkRequestFailed","Network error. Please check your connection and try again.",missing
bg,"authErrorOperationNotAllowed","This sign-in method is not enabled. Please contact support.",missing
bg,"REDACTED_TOKEN","This phone number is already in use.",missing
bg,"authErrorProjectNotFound","Firebase project not found.",missing
bg,"authErrorQuotaExceeded","The SMS quota for this project has been exceeded. Please try again later.",missing
bg,"authErrorRequiresRecentLogin","Please log in again to perform this operation.",missing
bg,"authErrorReservedClaims","Reserved claims provided.",missing
bg,"REDACTED_TOKEN","This second factor is already in use.",missing
bg,"authErrorSessionCookieExpired","Session cookie has expired.",missing
bg,"authErrorSessionCookieRevoked","Session cookie has been revoked.",missing
bg,"authErrorSessionExpired","Your session has expired. Please log in again.",missing
bg,"authErrorTooManyRequests","Too many failed attempts. Please try again later.",missing
bg,"authErrorUidAlreadyExists","The UID is already in use.",missing
bg,"REDACTED_TOKEN","The continue URL domain is not whitelisted.",missing
bg,"authErrorUnknown","An unknown authentication error occurred.",missing
bg,"authErrorUnsupportedFirstFactor","Unsupported first factor for multi-factor authentication.",missing
bg,"authErrorUserDisabled","This account has been disabled. Please contact support.",missing
bg,"authErrorUserNotFound","No account found with this email address.",missing
bg,"authErrorWeakPassword","Password is too weak. Please choose a stronger password.",missing
bg,"authErrorWrongPassword","Incorrect password. Please try again.",missing
bg,"autoconfirmBookings","Auto-Confirm Bookings",missing
bg,"REDACTED_TOKEN","Automatically confirm new booking requests",missing
bg,"availability","Availability",missing
bg,"backgroundApproved","Background approved!",missing
bg,"backgroundDeletedSuccessfully","Background deleted successfully!",missing
bg,"backgroundRejected","Background rejected",missing
bg,"backgroundUploadedSuccessfully","Background uploaded successfully!",missing
bg,"becomeAnAmbassador","Become an Ambassador",missing
bg,"bookAppointment","Book Appointment",missing
bg,"bookViaChat","Book via Chat",missing
bg,"booking","Booking",missing
bg,"bookingConfirmed","Booking Confirmed",missing
bg,"bookingRequest","Booking Request",missing
bg,"bookings","Bookings",untranslated
bg,"branchesLengthBranches","{branchCount} branches",missing
bg,"broadcast","Broadcast",missing
bg,"REDACTED_TOKEN","Business Appointments Entry Screen - Coming Soon",missing
bg,"businessAvailability","Business Availability",missing
bg,"REDACTED_TOKEN","Business Availability Entry Screen - Coming Soon",missing
bg,"REDACTED_TOKEN","Business Booking Entry Screen - Coming Soon",missing
bg,"businessCalendar","Business Calendar",missing
bg,"REDACTED_TOKEN","Business Completion Screen - Coming Soon",missing
bg,"REDACTED_TOKEN","Business CRM Entry Screen - Coming Soon",missing
bg,"businessDashboard","Business Dashboard",missing
bg,"REDACTED_TOKEN","Business Dashboard Entry Screen - Coming Soon",missing
bg,"businessLogin","Business Login",missing
bg,"businessLoginScreenComingSoon","Business Login Screen - Coming Soon",missing
bg,"businessOnboarding","Business Onboarding",missing
bg,"REDACTED_TOKEN","Business Onboarding Screen - Coming Soon",missing
bg,"REDACTED_TOKEN","Business Phone Booking Entry Screen - Coming Soon",missing
bg,"businessProfile","Business Profile",missing
bg,"REDACTED_TOKEN","Business profile activated successfully!",missing
bg,"REDACTED_TOKEN","Business Profile Entry Screen - Coming Soon",missing
bg,"REDACTED_TOKEN","Business Providers Entry Screen - Coming Soon",missing
bg,"businessSetupScreenComingSoon","Business Setup Screen - Coming Soon",missing
bg,"businessSignup","Business Signup",missing
bg,"businessSignupScreenComingSoon","Business Signup Screen - Coming Soon",missing
bg,"businessSubscription","Business Subscription",missing
bg,"REDACTED_TOKEN","Business Subscription Entry Screen - Coming Soon",missing
bg,"REDACTED_TOKEN","Business Verification Screen - Coming Soon",missing
bg,"businessWelcomeScreenComingSoon","Business Welcome Screen - Coming Soon",missing
bg,"calendar","Calendar",missing
bg,"cancel1","Cancel",missing
bg,"cancelAppointment","Cancel Appointment",missing
bg,"cancelSubscription","Cancel Subscription",missing
bg,"changePlan","Change Plan",missing
bg,"changesSavedSuccessfully","Changes saved successfully!",missing
bg,"chatBooking","Chat Booking",missing
bg,"checkingPermissions1","Checking permissions...",missing
bg,"checkingSubscription","Checking subscription...",missing
bg,"childDashboard","Child Dashboard",missing
bg,"childLinkedSuccessfully","Child linked successfully!",missing
bg,"chooseYourPlan","Choose Your Plan",missing
bg,"clearAll","Clear All",missing
bg,"clearFilters","Clear Filters",missing
bg,"clientAddedSuccessfully","Client added successfully!",missing
bg,"clientDeletedSuccessfully","Client deleted successfully!",missing
bg,"clientUpdatedSuccessfully","Client updated successfully!",missing
bg,"clients","Clients",missing
bg,"close1","Close",missing
bg,"closed","Closed",missing
bg,"colorContrastTesting","Color Contrast Testing",missing
bg,"completion","Completion",missing
bg,"configurationSavedSuccessfully","Configuration saved successfully!",missing
bg,"confirm1","Confirm",missing
bg,"confirmBooking","Confirm Booking",missing
bg,"connectToGoogleCalendar","Connect to Google Calendar",missing
bg,"contentDetail","Content Detail",missing
bg,"contentFilter","Content Filter",missing
bg,"contentLibrary","Content Library",untranslated
bg,"contentLibrary1","Content Library",missing
bg,"contentNotFound","Content not found",missing
bg,"contextContextid","Context: $contextId",missing
bg,"continueText","Continue",missing
bg,"copiedToClipboard","Copied to clipboard",missing
bg,"copy1","Copy",missing
bg,"copyLink","Copy Link",missing
bg,"couldNotOpenPrivacyPolicy","Could not open privacy policy",missing
bg,"country","Country",missing
bg,"create","Create",missing
bg,"createGame1","Create Game",missing
bg,"createNewGame","Create New Game",missing
bg,"createNewInvoice","Create New Invoice",missing
bg,"createNewSurvey","Create New Survey",missing
bg,"creatorCreatorid","Creator: $creatorId",missing
bg,"crm","CRM",missing
bg,"crmDashboardWithAnalytics","• CRM dashboard with analytics",missing
bg,"currentTierTiertouppercase","Current Tier: {tier}",missing
bg,"darkMode","Dark Mode",missing
bg,"dashboard1","Dashboard",missing
bg,"date","Date",missing
bg,"REDACTED_TOKEN","Date: {date}",missing
bg,"delete1","Delete",missing
bg,"deleteAccount","Delete Account",missing
bg,"deleteAppointment","Delete Appointment",missing
bg,"deleteAvailability","Delete Availability",missing
bg,"deleteBackground","Delete Background",missing
bg,"deleteFunctionalityComingSoon","Delete functionality coming soon!",missing
bg,"deleteGame","Delete Game",missing
bg,"deleteMessage","Delete Message",missing
bg,"deleteMyAccount","Delete My Account",missing
bg,"deleteProvider","Delete Provider",missing
bg,"deleteSlot","Delete Slot",missing
bg,"deleteSurvey","Delete Survey",missing
bg,"deletingAccount","Deleting account...",missing
bg,"deviceLogdeviceinfo","Device: {deviceInfo}",missing
bg,"REDACTED_TOKEN","Duration: {duration} minutes",missing
bg,"edit1","Edit",missing
bg,"editBusinessProfile","Edit Business Profile",missing
bg,"editClient","Edit Client",missing
bg,"editProfile","Edit Profile",missing
bg,"editProvider","Edit Provider",missing
bg,"editRoom","Edit Room",missing
bg,"editSurveyComingSoon","Edit survey - Coming soon!",missing
bg,"ekeyEvalue","{key}: {value}",missing
bg,"emailNotifications","Email Notifications",missing
bg,"emailProfileemail","Email: {profileEmail}",missing
bg,"enableNotifications1","Enable Notifications",missing
bg,"enableVibration","Enable Vibration",missing
bg,"enterOtp","Enter OTP",missing
bg,"errorConfirmingPaymentE","Error confirming payment: $e",missing
bg,"errorDeletingSlotE","Error deleting slot: $e",missing
bg,"errorDetailsLogerrortype","Error Details: {errorType}",missing
bg,"errorE","Error: $e",missing
bg,"errorError","Error: $error",missing
bg,"errorEstimatingRecipientsE","Error estimating recipients: $e",missing
bg,"errorLoadingAppointments","Error loading appointments",missing
bg,"errorLoadingAvailabilityE","Error loading availability: $e",missing
bg,"REDACTED_TOKEN","Error loading bookings: {error}",missing
bg,"errorLoadingBranchesE","Error loading branches: $e",missing
bg,"errorLoadingConfigurationE","Error loading configuration: $e",missing
bg,"errorLoadingDashboardError","Error loading dashboard: $error",missing
bg,"errorLoadingEvents","Error loading events",missing
bg,"errorLoadingPermissionsError","Error loading permissions: $error",missing
bg,"errorLoadingReferralCode","Error loading referral code",missing
bg,"errorLoadingRewards","Error loading rewards",missing
bg,"errorLoadingSlots","Error loading slots",missing
bg,"errorLoadingStaff","Error loading staff",missing
bg,"errorLoadingSubscriptionError","Error loading subscription: $error",missing
bg,"errorLoadingSurveysError","Error loading surveys: $error",missing
bg,"errorLogerrormessage","Error: {errorMessage}",missing
bg,"errorPickingImageE","Error picking image: $e",missing
bg,"errorPickingVideoE","Error picking video: $e",missing
bg,"errorSavingConfigurationE","Error saving configuration: $e",missing
bg,"errorSavingSettingsE","Error saving settings: $e",missing
bg,"errorSnapshoterror","Error: {error}",missing
bg,"eventCreated","Event created",missing
bg,"eventstarttimeEventendtime","{startTime} - {endTime}",missing
bg,"exportAsCsv","Export as CSV",missing
bg,"exportAsPdf","Export as PDF",missing
bg,"exportData","Export Data",missing
bg,"externalMeetings","External Meetings",missing
bg,"failedToApplyPromoCodeE","Failed to apply promo code: $e",missing
bg,"failedToCancelSubscription","Failed to cancel subscription",missing
bg,"failedToCreateGameE","Failed to create game: $e",missing
bg,"failedToCreateSessionE","Failed to create session: $e",missing
bg,"failedToDeleteAccountE","Failed to delete account: $e",missing
bg,"failedToOpenCustomerPortalE","Failed to open customer portal: $e",missing
bg,"failedToSendInvitationE","Failed to send invitation: $e",missing
bg,"failedToSendPrivacyRequestE","Failed to send privacy request: $e",missing
bg,"failedToStartBasicSubscriptionE","Failed to start Basic subscription: $e",missing
bg,"failedToStartProSubscriptionE","Failed to start Pro subscription: $e",missing
bg,"failedToUpdateConsentE","Failed to update consent: $e",missing
bg,"failedToUpdatePermissionE","Failed to update permission: $e",missing
bg,"failedToUploadBackgroundE","Failed to upload background: $e",missing
bg,"familySupport","Family Support",missing
bg,"forward","Forward",missing
bg,"fromAvailstartformatcontext","From: {startTime}",missing
bg,"gameApprovedSuccessfully","Game approved successfully!",missing
bg,"gameCreatedSuccessfully","Game created successfully!",missing
bg,"gameDeletedSuccessfully","Game deleted successfully!",missing
bg,"gameList","Game List",missing
bg,"gameRejected","Game rejected",missing
bg,"getHelpWithYourAccount","Get help with your account",missing
bg,"goBack","Go Back",missing
bg,"goToDashboard","Go to Dashboard",missing
bg,"googleCalendar","Google Calendar",missing
bg,"grantConsent","Grant Consent",missing
bg,"groupGroupid","Group: $groupId",missing
bg,"helpSupport","Help & Support",missing
bg,"home1","Home",missing
bg,"homeFeedScreen","Home Feed Screen",missing
bg,"iConsent","I Consent",missing
bg,"iDoNotConsent","I Do Not Consent",missing
bg,"invitationSentSuccessfully","Invitation sent successfully!",missing
bg,"inviteChild","Invite Child",missing
bg,"inviteContact","Invite Contact",missing
bg,"inviteFriends","Invite Friends",missing
bg,"invited1","Invited",missing
bg,"inviteeArgsinviteeid","Invitee: {inviteeId}",missing
bg,"invoiceCreatedSuccessfully","Invoice created successfully!",missing
bg,"invoices","Invoices",missing
bg,"join","Join",missing
bg,"keepSubscription","Keep Subscription",missing
bg,"language","Language",missing
bg,"linkAccounts","Link Accounts",missing
bg,"linkCopiedToClipboard","Link copied to clipboard!",missing
bg,"linkchildidsubstring08","{linkId}...",missing
bg,"livePlaytime","Live Playtime",missing
bg,"REDACTED_TOKEN","Live session scheduled! Waiting for parent approval...",missing
bg,"loadingCheckout","Loading checkout...",missing
bg,"localizationContribution","Localization Contribution",missing
bg,"login1","Login",missing
bg,"loginFailedE","Login failed: $e",missing
bg,"loginScreen","Login Screen",missing
bg,"logout1","Logout",missing
bg,"logtargettypeLogtargetid","{targetType}: {targetId}",missing
bg,"makeGamePublic","Make Game Public",missing
bg,"manageChildAccounts","Manage Child Accounts",missing
bg,"manageStaffAvailability","Manage Staff Availability",missing
bg,"manageSubscription","Manage Subscription",missing
bg,"markAsPaid","Mark as Paid",missing
bg,"meetingIdMeetingid","Meeting ID: $meetingId",missing
bg,"meetingSharedSuccessfully1","Meeting shared successfully!",missing
bg,"menu","Menu",missing
bg,"messages","Messages",missing
bg,"monetizationSettings","Monetization Settings",missing
bg,"REDACTED_TOKEN","Monetization settings will be implemented here",missing
bg,"multipleChoice","Multiple Choice",missing
bg,"myInvites1","My Invites",missing
bg,"myProfile1","My Profile",missing
bg,"mySchedule","My Schedule",missing
bg,"nameProfilename","Name: {name}",missing
bg,"newNotificationPayloadtitle","New notification: {payloadTitle}",missing
bg,"next1","Next",missing
bg,"noAmbassadorDataAvailable","No ambassador data available",missing
bg,"noAnalyticsDataAvailableYet","No analytics data available yet.",missing
bg,"noAppointmentRequestsFound","No appointment requests found.",missing
bg,"noAppointments","No appointments",missing
bg,"noAppointmentsFound","No appointments found.",missing
bg,"noAvailableSlots","No available slots",missing
bg,"noBookingsFound","No bookings found",missing
bg,"noBranchesAvailable","No branches available",missing
bg,"noChartDataAvailable","No chart data available",missing
bg,"REDACTED_TOKEN","No clients found. Add your first client!",missing
bg,"noContentAvailableYet","No content available yet",missing
bg,"noEvents","No events",missing
bg,"noEventsScheduledForToday","No events scheduled for today",missing
bg,"noEventsScheduledThisMonth","No events scheduled this month",missing
bg,"noEventsScheduledThisWeek","No events scheduled this week",missing
bg,"noExternalMeetingsFound","No external meetings found.",missing
bg,"REDACTED_TOKEN","No invoices found. Create your first invoice!",missing
bg,"noMediaSelected","No media selected",missing
bg,"noMessagesFound","No messages found.",missing
bg,"noMissingTranslations","No missing translations",missing
bg,"noNotifications","No notifications",missing
bg,"noProviders","No providers",missing
bg,"REDACTED_TOKEN","No providers found. Add your first provider!",missing
bg,"noQuestionsAdded","No questions added",missing
bg,"noRoomsFoundAddYourFirstRoom","No rooms found. Add your first room!",missing
bg,"noRouteDefinedForSettingsname","No route defined for {settingsName}",missing
bg,"noRouteDefinedForStateuripath","No route defined for {path}",missing
bg,"noSlots","No slots",missing
bg,"noTicketsYet","No tickets yet",missing
bg,"noTimeSeriesDataAvailable","No time series data available",missing
bg,"noUpcomingBookings","No upcoming bookings",missing
bg,"none","None",missing
bg,"notAuthenticated","Not authenticated",missing
bg,"notifications1","Notifications",missing
bg,"onboardingScreen","Onboarding Screen",missing
bg,"openingCustomerPortal","Opening customer portal...",missing
bg,"option","• $option",missing
bg,"orgmemberidslengthMembers","{memberCount} members",missing
bg,"overview","Overview",untranslated
bg,"parentDashboard","Parent Dashboard",missing
bg,"parentalConsent","Parental Consent",missing
bg,"parentalControls","Parental Controls",missing
bg,"parentalSettings","Parental Settings",missing
bg,"REDACTED_TOKEN","Parents must approve before children can join",missing
bg,"pay","Pay",missing
bg,"payment","Payment",missing
bg,"paymentConfirmation","Payment Confirmation",missing
bg,"paymentSuccessful","Payment Successful!",missing
bg,"paymentWasCancelled","Payment was cancelled",missing
bg,"REDACTED_TOKEN","Permission {category} updated to $newValue",missing
bg,"permissionsFamilylinkchildid","Permissions - {childId}",missing
bg,"phoneBooking","Phone Booking",missing
bg,"phoneProfileasyncphone","Phone: {phone}",missing
bg,"phonebasedBookingSystem","• Phone-based booking system",missing
bg,"pickDate","Pick Date",missing
bg,"pickTime","Pick Time",missing
bg,"playtimeAdminPanelTitle","Playtime Games – Admin",missing
bg,"playtimeManagement","Playtime Management",missing
bg,"REDACTED_TOKEN","Please activate your business profile to continue.",missing
bg,"pleaseEnterAPromoCode","Please enter a promo code",missing
bg,"pleaseEnterAValidEmailAddress","Please enter a valid email address",missing
bg,"pleaseEnterAValidEmailOrPhone","Please enter a valid email or phone",missing
bg,"pleaseLogInToViewYourProfile","Please log in to view your profile.",missing
bg,"pleaseSignInToCreateASession","Please sign in to create a session",missing
bg,"pleaseSignInToUploadABackground","Please sign in to upload a background",missing
bg,"privacyPolicy","Privacy Policy",missing
bg,"privacyRequestSentToYourParents","Privacy request sent to your parents!",missing
bg,"profile1","Profile",missing
bg,"profileNotFound","Profile not found.",missing
bg,"profileSaved","Profile saved!",missing
bg,"promoAppliedYourNextBillIsFree","Promo applied! Your next bill is free.",missing
bg,"providers","Providers",missing
bg,"pspecialtynpcontactinfo","{specialty}\n{contactInfo}",missing
bg,"rating","Rating",missing
bg,"readOnly","Read Only",missing
bg,"readOurPrivacyPolicy","Read our privacy policy",missing
bg,"readWrite","Read & Write",missing
bg,"REDACTED_TOKEN","Receive booking notifications via email",missing
bg,"REDACTED_TOKEN","Receive booking notifications via SMS",missing
bg,"REDACTED_TOKEN","Receive push notifications for new bookings",missing
bg,"REDACTED_TOKEN","Redirecting to Stripe checkout for Basic plan...",missing
bg,"REDACTED_TOKEN","Redirecting to Stripe checkout for Pro plan...",missing
bg,"referralCode","Referral Code",missing
bg,"referrals","Referrals",missing
bg,"referralsAmbassadorreferrals","Referrals: {referrals}",missing
bg,"refresh1","Refresh",missing
bg,"registering","Registering...",missing
bg,"registrationFailedEtostring","Registration failed: {error}",missing
bg,"reject","Reject",missing
bg,"reply","Reply",missing
bg,"requireParentApproval","Require Parent Approval",missing
bg,"requiresInstallFallback","Requires Install Fallback",missing
bg,"resolve","Resolve",missing
bg,"resolved","Resolved",missing
bg,"responseDetail","Response Detail",missing
bg,"responseIndex1","Response #{number}",missing
bg,"restrictMatureContent","Restrict mature content",missing
bg,"retry1","Retry",missing
bg,"revokeConsent","Revoke Consent",missing
bg,"rewards","Rewards",missing
bg,"roomAddedSuccessfully","Room added successfully!",missing
bg,"roomDeletedSuccessfully","Room deleted successfully!",missing
bg,"roomUpdatedSuccessfully","Room updated successfully!",missing
bg,"rooms","Rooms",missing
bg,"save1","Save",missing
bg,"saveChanges","Save Changes",missing
bg,"scheduledAtArgsscheduledat","Scheduled at: {scheduledAt}",missing
bg,"scheduledAtScheduledat","Scheduled at: $scheduledAt",missing
bg,"schedulerScreen","Scheduler Screen",missing
